日付,活動区分,ｱｸﾃｨﾋﾞﾃｨ,タイトル,"記録
リンク",GPSログ,主な訪問地,都道府県,補足,"距離
[km]",獲得標高 [m],"走行・歩行
時間",車種,メーカー,モデル
2013-01-27,🚲,サイクリング,江の島,https://connect.garmin.com/app/activity/24085237819,https://drive.google.com/file/d/1c24FR0zRI4zGIOn3f-e8eUzFO7AyEe3R/view?usp=drivesdk,江の島、みなとみらい,東京、神奈川,,137,889,9:38,ロード,Cannondale,CAAD10
2013-02-09,🚲,サイクリング,房総の水仙,https://connect.garmin.com/app/activity/24079758504,https://drive.google.com/file/d/1djkunK-YTmnEiyxivhJWaxQvcswvF-0Y/view?usp=drivesdk,水仙ロード、佐久間ダム湖、ばんや、道の駅とみうら,千葉,🍁,65,838,8:04,ロード,Cannondale,CAAD10
2013-02-10,🚲,サイクリング,茨城の展望台,https://connect.garmin.com/app/activity/24079763810,https://drive.google.com/file/d/1TJRB1-FFWf4MMUalvpmpwRttwfCxWmy-/view?usp=drivesdk,くれふしの里古墳公園、小幡北山埴輪製作遺跡、真壁,茨城,,88,733,6:40,ロード,Cannondale,CAAD10
2013-02-18,🚲,サイクリング,横浜・氷取沢,,,大岡川源流、金沢動物園、氷取沢ファミリー牧場,神奈川,,10,,,小径車,r&m,BD-1
2013-02-24,🚲,サイクリング,横浜陣ヶ下渓谷,https://connect.garmin.com/app/activity/24085467024,https://drive.google.com/file/d/1bJt2ztyvDaenAYsdIqbRnInUgpC9bWN-/view?usp=drivesdk,陣の下渓谷、水道記念館、保土ヶ谷公園、上野毛公園,神奈川,,19,356,4:54,小径車,r&m,BD-1
2013-03-01,🚲,サイクリング,曽我梅林＆小田原魚市場,https://connect.garmin.com/app/activity/24085557967,https://drive.google.com/file/d/1hsRFaGPQcIsTULe6rTEPw8pJNHQyfC72/view?usp=drivesdk,曽我梅林、アイス工房、小田原魚市場,神奈川,💮,43,238,5:46,ロード,Cannondale,CAAD10
2013-03-02,🚲,グラベル,狭山湖,,https://drive.google.com/file/d/1ym7_q0Dpw6POMptnoaddUngLB29BHzKX/view?usp=drivesdk,狭山湖,埼玉、東京,,30,,,シクロ,LOOK,X85
2013-03-09,🚲,サイクリング,大楠山と三浦海岸の河津桜,https://connect.garmin.com/app/activity/24085612230,https://drive.google.com/file/d/1zqD7SwxwWMGEdTwI1lB3UYxsyuDjii1O/view?usp=drivesdk,大楠山[241m]、関口牧場、三浦海岸,神奈川,🌸,44,794,7:44,シクロ,LOOK,X85
2013-04-13,🚲,サイクリング,柳沢峠,https://connect.garmin.com/app/activity/24085778383,https://drive.google.com/file/d/1Q7R03CGMBpatYup93iNSVtbNSwnDZamI/view?usp=drivesdk,柳沢峠[1472m],東京、山梨,,173,"1,800",9:59,ロード,LOOK,KG585
2013-04-14,🚲,グラベル,狭山湖,https://connect.garmin.com/app/activity/24085911129,https://drive.google.com/file/d/1qDY5FYmQRl7SqqtQHsfdtu7AtC4xipaY/view?usp=drivesdk,狭山湖のダート,埼玉、東京,,87,802,6:30,ロード,LOOK,KG585
2013-04-28,🚲,サイクリング,伊豆一周,https://connect.garmin.com/app/activity/24085949097,https://drive.google.com/file/d/16b03UiaMBFpUu9DbCOA9poiAzKuyNj3k/view?usp=drivesdk,道の駅「伊豆のへそ」、冷川峠[360m]、だるま寺,静岡,伊豆イチ,205,"3,160",11:45,ロード,Cannondale,CAAD10
2013-04-29,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24086021658,https://drive.google.com/file/d/1_qEFlWxYQkAIMEStOF26rzn2IQeidWwd/view?usp=drivesdk,新宿、秋葉原、東京駅,東京,,72,,6:24,クロス,DE ROSA,TEAM
2013-05-03,🚲,サイクリング,横浜,https://connect.garmin.com/app/activity/24086059128,https://drive.google.com/file/d/1Ztc2dz07eP1Cp5_UaH7s30z48Np3-7ak/view?usp=drivesdk,横浜港シンボルタワー、横浜スタジアム,神奈川,,22,184,3:02,ロード,Cannondale,CAAD10
2013-05-04,🚲,サイクリング,志賀高原、小布施,https://connect.garmin.com/app/activity/24086155649,https://drive.google.com/file/d/1QAJnTj9EGrKgcirIvVhYpBHQ1qRvTCS_/view?usp=drivesdk,志賀高原、小布施,長野,,28,"1,055",2:31,ロード,LOOK,KG585
2013-05-05,🚲,サイクリング,渋峠,https://connect.garmin.com/app/activity/24086181392,https://drive.google.com/file/d/109a4soeHVtPfGTyjNQ8SoVhFhhZ_M0E2/view?usp=drivesdk,渋峠[2172m],群馬,,40,"1,447",5:07,ロード,LOOK,KG585
2013-05-22,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24086262554,https://drive.google.com/file/d/1Rx8NmbF9DigMT7Dvlenj7HDdg0wldloG/view?usp=drivesdk,新宿,東京,,46,,3:09,クロス,DE ROSA,TEAM
2013-05-26,🚲,サイクリング,柳沢峠,https://connect.garmin.com/app/activity/24086290782,https://drive.google.com/file/d/1eLnMztKIWJqVBs1UFCsqZV9Kbtq6kHNj/view?usp=drivesdk,柳沢峠[1472m],東京、山梨,,173,"1,800",9:26,ロード,LOOK,KG585
2013-06-09,🚲,サイクリング,大弛峠越え,https://connect.garmin.com/app/activity/15346824579,https://drive.google.com/file/d/1qZqqJbIEnTM2-Wbixk1YqqUbpYXenyrG/view?usp=drivesdk,塩山駅、大弛峠[2360m]、三国峠[1740m]、中津川林道、西武秩父駅,埼玉、山梨、長野,大弛峠,121,"2,365",10:18,ロード,LOOK,KG585
2013-06-16,🚲,サイクリング,としまえんのあじさい祭り,https://connect.garmin.com/app/activity/24086316269,https://drive.google.com/file/d/1YsWA_jNrpjfUny8UQxwGj0dx-qYzfO3l/view?usp=drivesdk,あじさいの小径、としまえん,東京,,47,180,6:59,クロス,DE ROSA,TEAM
2013-06-22,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24086408892,https://drive.google.com/file/d/1BIovZqbn1GR6Y18YHHf7CgNlpp5BYVuB/view?usp=drivesdk,江戸東京博物館,東京,,77,793,8:01,ロード,LOOK,KG585
2013-06-23,🚲,グラベル,御荷鉾スーパー林道,https://connect.garmin.com/app/activity/24086469864,https://drive.google.com/file/d/1M6Avr5KkSauvLVFlasLcw31omEPUbKbc/view?usp=drivesdk,三波石峡、下久保ダム、御荷鉾スーパー林道,群馬,スーパー林道,139,"2,541",10:07,ロード,LOOK,KG585
2013-06-29,🚲,サイクリング,高ボッチ高原,https://connect.garmin.com/app/activity/24086622187,https://drive.google.com/file/d/1yM4OUBkEFbqZYt9ciGwtAJU4-HeyvGQX/view?usp=drivesdk,高ボッチ高原、鉢伏山[1929m]、平出遺跡、松本城,長野,,42,"1,350",4:00,ロード,Cannondale,CAAD10
2013-07-07,🚲,サイクリング,西武ドーム隣の「ゆり園」,,,ゆり園,埼玉,,20,,,ロード,LOOK,KG585
2013-07-09,🚲,サイクリング,古代蓮の里,https://connect.garmin.com/app/activity/345322857,https://drive.google.com/file/d/1HAPZjK4iA7nHrNP6olTWr5Q5RKJBNi2L/view?usp=drivesdk,古代蓮の里、さきたま緑道,埼玉,,10,23,1:06,クロス,DE ROSA,TEAM
2013-07-13,🚲,サイクリング,多摩湖,https://connect.garmin.com/app/activity/345322984,https://drive.google.com/file/d/11GslY9zZpJ1AVkrBSVIj-_jiaQ0fClpl/view?usp=drivesdk,多摩湖自転車道、多摩湖,東京,,50,207,4:58,ロード,LOOK,KG585
2013-07-14,🚲,サイクリング,大弛峠,https://connect.garmin.com/app/activity/345323039,https://drive.google.com/file/d/130Jjex8W_ZzPlOHsZj31yBE-RZHd1jFi/view?usp=drivesdk,大弛峠[2360m],山梨,,60,"2,234",4:50,ロード,Cannondale,CAAD10
2013-07-15,🚲,サイクリング,大黒ふ頭,https://connect.garmin.com/app/activity/345322996,https://drive.google.com/file/d/1lcla5q0ziHw1UT6zONbSE71IfLPAeASZ/view?usp=drivesdk,生麦事件碑、大黒ふ頭西緑地,神奈川,,14,,3:27,小径車,r&m,BD-1
2013-07-21,🚲,サイクリング,多摩丘陵,https://connect.garmin.com/app/activity/345673639,https://drive.google.com/file/d/1qO7jonlvdTOO5QFaLqQObR0_1KbI4mVU/view?usp=drivesdk,布田道、鶴見川源流、モグサファーム,東京、神奈川,,54,991,6:25,シクロ,LOOK,X85
2013-07-26,🚲,サイクリング,野辺山,https://connect.garmin.com/app/activity/432036252,https://drive.google.com/file/d/1LEaWTx6F2DMHoHyEKWuAryjtGqM7zdNM/view?usp=drivesdk,平沢峠[1449m]、国立天文台、やまなしの木、滝沢牧場、JR最高地点,山梨、長野,,30,482,5:02,ロード,ORBEA,ONIX
2013-07-27,🚲,サイクリング,白州,https://connect.garmin.com/app/activity/432037360,https://drive.google.com/file/d/18T0XnwZZeTU3UeNEBisaeas4x6aSuu5k/view?usp=drivesdk,サントリー白州蒸留所,山梨,,10,163,2:14,シクロ,LOOK,X85
2013-08-04,🏔🚲,山サイ,多摩川源流,https://connect.garmin.com/app/activity/432039246,https://drive.google.com/file/d/12y5Sx3TZhEsvv2uzyc-fG97jX006DoD4/view?usp=drivesdk,笠取山[1953m]、水干、多摩川最初の流れ,山梨,,14,903,4:30,シクロ,LOOK,X85
2013-08-10,🚲,イベント,富士見パノラマ,https://connect.garmin.com/app/activity/438988347,https://drive.google.com/file/d/14RQ1gsVXur4EsKYVBrMfxhkZO69vYrj8/view?usp=drivesdk,入笠山周辺ツーリングコース、金沢林道,長野,,27,"1,040",2:50,シクロ,LOOK,X85
2013-08-11,🚲,サイクリング,乗鞍,https://connect.garmin.com/app/activity/432039655,https://drive.google.com/file/d/1q3Hfr-mAOqevEL1zZjWPowQQjLj1AMUb/view?usp=drivesdk,乗鞍エコーライン、畳平[2702m],群馬,乗鞍,42,"1,587",4:13,ロード,LOOK,KG585
2013-08-13,🏔🚲,山サイ,湯ノ沢峠、お花畑,https://connect.garmin.com/app/activity/432039693,https://drive.google.com/file/d/12Rzhk-Vjxk5y_Qlokm0MrokKKhCoIWPN/view?usp=drivesdk,林道「焼山沢真木線」、湯ノ沢峠[1652m]、お花畑、林道日川線、日川峠[1570m],山梨,,54,"1,800",6:29,シクロ,LOOK,X85
2013-08-15,🚲,サイクリング,奥多摩周遊道路,https://connect.garmin.com/app/activity/432039743,https://drive.google.com/file/d/1eQ68-1s5OLley_C_l2KBQXHw-iNwM5vr/view?usp=drivesdk,奥多摩周遊道路、都民の森[1000m],東京,奥多摩周遊,57,"1,146",5:18,ロード,LOOK,KG585
2013-08-18,🚲,山サイ,大菩薩峠、牛の寝通り,https://connect.garmin.com/app/activity/432039834,https://drive.google.com/file/d/1Eoh-KNKjkjPW3SimbOOoA1xUGqhFeTdq/view?usp=drivesdk,大菩薩峠[1897m]、牛の寝通り,山梨,,105,"1,693",,シクロ,LOOK,X85
2013-09-01,🚲,レース,マウンテンサイクリングin乗鞍,https://connect.garmin.com/app/activity/432039625,https://drive.google.com/file/d/1p3Lqq5nC9lRK6swKjupCFuY4UlT9kPHc/view?usp=drivesdk,乗鞍エコーライン,長野,乗鞍,,871,1:05,ロード,LOOK,KG585
2013-09-10,🚲,サイクリング,三浦半島,https://connect.garmin.com/app/activity/432039801,https://drive.google.com/file/d/1xcELKjyqNxGf9wz6jCHRJQBbY2JUR5LX/view?usp=drivesdk,城ケ島,神奈川,,97,652,8:04,ロード,Cannondale,CAAD10
2013-09-21,🚲,サイクリング,富士山一周,https://connect.garmin.com/app/activity/432039774,https://drive.google.com/file/d/11WNsOfgSn4wV_LO-EM9UM3QU47zUBLs_/view?usp=drivesdk,ミルクランド,山梨、静岡,,111,"1,599",8:30,ロード,Cannondale,CAAD10
2013-09-22,🚲,サイクリング,深川のかかし,https://connect.garmin.com/app/activity/24087452043,https://drive.google.com/file/d/18e75ypyHBgLoURURAbfR5ttkN7g0xgm6/view?usp=drivesdk,深川、皇居前,東京,,25,,3:22,小径車,r&m,BD-1
2013-09-23,🚲,サイクリング,三浦半島一周,https://connect.garmin.com/app/activity/432039842,https://drive.google.com/file/d/1Y0AVmzj-1b8L5jg5htTTH7z3aL4nbLE5/view?usp=drivesdk,ヴェルニー公園、三笠公園、城ヶ島、江ノ島,東京、神奈川,,210,"1,500",13:28,ロード,Cannondale,SYNAPSE Hi-Mod
2013-09-28,🚲,サイクリング,巾着田,https://connect.garmin.com/app/activity/432039784,https://drive.google.com/file/d/1Ys-CpU4_Czfv8M3m1bIMZaIENj1BeSsr/view?usp=drivesdk,巾着田,埼玉、東京,,78,587,7:00,ロード,Cannondale,SYNAPSE Hi-Mod
2013-09-29,🚲,サイクリング,秩父・吉田のかかし,https://connect.garmin.com/app/activity/432039818,https://drive.google.com/file/d/1sWGc_MWFecsyoyFTmGBOMKLdEj2iHXKf/view?usp=drivesdk,有間峠[1142m]、下吉田、奥武蔵グリーンライン,埼玉、東京,,180,"3,046",11:10,ロード,Cannondale,SYNAPSE Hi-Mod
2013-10-06,🚲,イベント,グランフォンド八ヶ岳,https://connect.garmin.com/app/activity/432039822,https://drive.google.com/file/d/12fEgP06KDIzjwwt6aiP9TjutjO7sEjHL/view?usp=drivesdk,,山梨,,107,"1,977",8:48,ロード,Cannondale,SYNAPSE Hi-Mod
2013-10-12,🚲,グラベル,天竜スーパー林道,https://connect.garmin.com/app/activity/432039765,https://drive.google.com/file/d/18gZ_7QdToUOZjcpQ-q_mcTEL_llCjuOD/view?usp=drivesdk,秋葉神社、山住峠[1080m],静岡,スーパー林道,92,"1,900",6:56,シクロ,LOOK,X85
2013-10-14,🚲,サイクリング,江ノ島,https://connect.garmin.com/app/activity/432039793,https://drive.google.com/file/d/1YOd4Civbqln-b5znMAkKMmSIqGEUkas_/view?usp=drivesdk,江ノ島、六角橋商店街,東京、神奈川,,132,604,8:36,ロード,Cannondale,SYNAPSE Hi-Mod
2013-10-21,🚲,サイクリング,奥日光の紅葉,https://connect.garmin.com/app/activity/432039677,https://drive.google.com/file/d/1HtXHJ4KAXT_-sDVDrS2d7jOc052znVts/view?usp=drivesdk,先手ヶ浜、戦場ヶ原、光徳牧場,栃木,🍁,30,600,3:55,ロード,Cannondale,SYNAPSE Hi-Mod
2013-10-27,🚲,サイクリング,蓼科の紅葉,https://connect.garmin.com/app/activity/432039771,https://drive.google.com/file/d/1G6S4Pal5BHdvvxahTHSLLVleZQASwBL0/view?usp=drivesdk,蓼科湖、蓼科サイクリングロード、奥蓼科,長野,🍁,25,700,5:05,ロード,Cannondale,SYNAPSE Hi-Mod
2013-11-03,🚲,グラベル,栗原川林道,https://connect.garmin.com/app/activity/432039787,https://drive.google.com/file/d/1INzooLm72CPMHx6kV2pOeMewGQF6rAxn/view?usp=drivesdk,吹割の滝,群馬,,80,"1,820",7:43,シクロ,LOOK,X85
2013-11-04,🚲,サイクリング,都内,,,秋葉神社、丸の内、神宮外苑の銀杏並木,東京,🍁,20,"1,235",,小径車,r&m,BD-1
2013-11-09,🚲,グラベル,瑞牆山,https://connect.garmin.com/app/activity/432039718,https://drive.google.com/file/d/1Rh7kE04ccs_owk6ZveGglTuaWYgR2Le6/view?usp=drivesdk,みずがき湖、林道「松平線」、瑞牆山[2230m]、本谷川渓谷,山梨,🍁,35,900,3:45,ロード,Cannondale,SYNAPSE Hi-Mod
2013-11-10,🚲,サイクリング,昭和記念公園の紅葉と立川防災航空祭,https://connect.garmin.com/app/activity/432039714,https://drive.google.com/file/d/15NSRUnw9UWrGMdWm_s4RfY2encKYqxOT/view?usp=drivesdk,昭和記念公園、立川駐屯地,東京,🍁,35,140,4:19,クロス,DE ROSA,TEAM
2013-11-17,🚲,サイクリング,釜めしの「なかい」グルメライド,https://connect.garmin.com/app/activity/432044980,https://drive.google.com/file/d/1cfajqAK6Mv7urQnMP7CgHSnJoQ7SWTX1/view?usp=drivesdk,釜めしの「なかい」、御岳渓谷,東京,🍁,78,436,7:24,ロード,Cannondale,SYNAPSE Hi-Mod
2013-12-01,🚲,グラベル,布田道、よこやまの道,https://connect.garmin.com/app/activity/432045024,https://drive.google.com/file/d/1HWh-YPWZlrT6hVlLNaMSjWb6x73Y36Ss/view?usp=drivesdk,布田道、よこやまの道,東京,🍁,58,736,6:10,シクロ,LOOK,X85
2013-12-07,🚲,サイクリング,鶴見川源流,https://connect.garmin.com/app/activity/432045084,https://drive.google.com/file/d/1nDA-QXTy6HxUGmLBy4A2EZN7z9n4kD2l/view?usp=drivesdk,鶴見川源流,東京、神奈川,,57,697,9:54,ロード,Cannondale,SYNAPSE Hi-Mod
2013-12-23,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/432045156,https://drive.google.com/file/d/1brUHGvkiceIAP22Ecqu_p6hU8h7fdLBr/view?usp=drivesdk,東京スカイツリー,東京,,24,174,6:40,クロス,DE ROSA,TEAM
2013-12-28,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/432045160,https://drive.google.com/file/d/10pjoulsoOACcilTG9puGWqJP15bREVwB/view?usp=drivesdk,台東区,東京,,27,270,7:41,クロス,DE ROSA,TEAM
2013-12-31,🚲,グラベル,狭山湖,https://connect.garmin.com/app/activity/432045099,https://drive.google.com/file/d/160lqtnkV4Tkki6oTI5OAHDu7UmsjIGHN/view?usp=drivesdk,多摩湖、狭山湖,埼玉、東京,,32,272,2:05,シクロ,LOOK,X85
2014-01-05,🚲,グラベル,2014年初ライド・多摩湖、狭山湖,https://connect.garmin.com/app/activity/432045119,https://drive.google.com/file/d/17rz-PaL_3aHulfje6_Ufmvc5p7Y7vpkD/view?usp=drivesdk,多摩湖、荒幡の富士、狭山湖、比企の丘,埼玉、東京,,72,227,1:36,MTB,SPECIALIZED,Epic Marathon
2014-01-12,🚲,サイクリング,飛鳥,https://connect.garmin.com/app/activity/432045183,https://drive.google.com/file/d/1Plq1lSXACzfD_vyT77JI23t-5rZ_1ShC/view?usp=drivesdk,高松塚古墳、亀石、橘寺、石舞台、亀形石造物、酒船石、飛鳥寺,奈良,,34,,6:54,小径車,r&m,BD-1
2014-01-13,🚲,サイクリング,奈良市内,https://connect.garmin.com/app/activity/432045210,https://drive.google.com/file/d/1mIqnjrPdHA2rfXK_J13uAoXpoiwGYBEW/view?usp=drivesdk,東大寺、春日大社、興福寺、元興寺、奈良町,奈良,,17,,8:32,小径車,r&m,BD-1
2014-01-18,🚲,グラベル,狭山湖,https://connect.garmin.com/app/activity/432045189,https://drive.google.com/file/d/1VnC8DLXk5tVGqvo2py0eTK-QIUZjcJSu/view?usp=drivesdk,狭山湖、比企の丘、里山民家,埼玉、東京,,30,347,3:23,シクロ,LOOK,X85
2014-01-19,🚲,サイクリング,武蔵野吉祥七福神めぐり,https://connect.garmin.com/app/activity/432130297,https://drive.google.com/file/d/1zm8by7qbN-lhjYu-74BzkqkxCvgoj_bD/view?usp=drivesdk,<diossポタ>武蔵野吉祥七福神、調布飛行場、ふれあい下水道館,東京,,45,272,6:53,クロス,DE ROSA,TEAM
2014-02-02,🚲,山サイ,飯能北部の山々,https://connect.garmin.com/app/activity/888060967,https://drive.google.com/file/d/1s8MjXwCi3A_aNHK1EE8lfHg72C6RypgT/view?usp=drivesdk,高麗峠[177m]、日和田山[305m]、ユガテ、大高取山[376m]、弓立山[423m],埼玉、東京,,60,"2,622",9:03,シクロ,LOOK,X85
2014-02-08,🚲,サイクリング,雪の多摩湖,https://connect.garmin.com/app/activity/888060984,https://drive.google.com/file/d/1zcC2t_TggkIm8QTG4vY99vDtOMBMd4X0/view?usp=drivesdk,多摩湖,東京,,28,,,MTB,SPECIALIZED,Epic Marathon
2014-02-11,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/888061006,https://drive.google.com/file/d/1bvXU0wyHL38SXoaN_G4j7slx2NyyCNEi/view?usp=drivesdk,新宿,東京,,50,205,5:38,クロス,DE ROSA,TEAM
2014-02-13,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/888061036,,新宿,東京,,47,299,4:30,クロス,DE ROSA,TEAM
2014-02-23,🚲,サイクリング,牛久大仏,https://connect.garmin.com/app/activity/888061173,https://drive.google.com/file/d/1P5ybBEj5neb1WHNrBViJ_ocEGDY-nXMy/view?usp=drivesdk,霞ヶ浦、利根川、牛久大仏、牛久沼、土浦市考古資料館,茨城,,144,,7:40,ロード,Cannondale,SYNAPSE Hi-Mod
2014-03-01,🚲,サイクリング,伊豆の河津桜,https://connect.garmin.com/app/activity/888061212,https://drive.google.com/file/d/1PceIl5o0lPzVCVbJ2L8aI-yRwHOzycVq/view?usp=drivesdk,河津町,静岡,🌸,8,,2:50,ロード,Cannondale,SYNAPSE Hi-Mod
2014-03-01,🚲,サイクリング,伊豆の河津桜,https://connect.garmin.com/app/activity/888061234,,南伊豆町,静岡,🌸,11,21,1:49,ロード,Cannondale,SYNAPSE Hi-Mod
2014-03-08,🚲,サイクリング,三浦海岸の河津桜,https://connect.garmin.com/app/activity/888061302,https://drive.google.com/file/d/1gqjwPmcyrpZEdIbqzm35MCJWWQvgRThY/view?usp=drivesdk,三浦海岸、荒崎公園、大楠山[241m]、湘南国際村,神奈川,🌸,60,,6:13,シクロ,LOOK,X85
2014-03-09,🚲,サイクリング,武蔵嵐山辺りをブラブラ,https://connect.garmin.com/app/activity/888061397,https://drive.google.com/file/d/1JTkyXvg-50h3Lr2vLUV3_MWkIXIk_EOA/view?usp=drivesdk,すみよし桜の里、嵐山渓谷、道の駅おがわまち、菅谷館跡、笛吹峠[80m],埼玉、東京,,128,,8:55,ロード,Cannondale,SYNAPSE Hi-Mod
2014-03-16,🚲,サイクリング,越生周辺,https://connect.garmin.com/app/activity/888061491,https://drive.google.com/file/d/1TFYr9ekRRy78OmWVz6XFVgwZOvRe_p2D/view?usp=drivesdk,ときがわ町、越生梅林、加藤牧場,埼玉、東京,,61,397,7:08,ロード,Cannondale,SYNAPSE Hi-Mod
